,Unnamed: 0,title,url,label
0,0,KB국민은행 2년 연속 경영평가 최우수기업 선정,http://yna.kr/AKR20210522035700003?did=1195m,0
1,1,"""방금 앱상담, 만족하셨나요?"" 신한銀, 은행권 첫 '디지털 고객경험 만족도 조사'",https://www.hankyung.com/economy/article/202105239317i,0
2,2,"신한금융, 스타트업 비즈니스 네트워킹 프로그램 개최",http://www.edaily.co.kr/news/newspath.asp?newsid=02325526629051216,0
3,3,“문과생 말고 컴공생 모셔요”… 공채 대신 IT 인력 수시 채용하는 은행들,https://biz.chosun.com/stock/finance/2021/05/23/7MYJS32QOVBJXLJVEXGT4SSXZ4/?utm_source=naver&utm_medium=original&utm_campaign=biz,0
4,4,"'배달통' 가고, 신한은행·티몬 오고… 배달앱 시장 춘추전국시대",http://www.viva100.com/main/view.php?key=20210523010004715,0
5,5,"신한금융, 업무용 차량 6만여대 친환경차로 교체",http://www.fnnews.com/news/202105201524024743,0
6,6,"신한금융, 무공해車 전환…5대 금융지주 전략 EGS 경영 '박차'",http://www.newspim.com/news/view/20210521000867,0
7,7,우리은행 경영진 제재…금융위 안건 소위가 관건,http://www.newsis.com/view/?id=NISX20210521_0001449315&cID=10401&pID=10400,0
8,8,"신한은행, 자산관리플랫폼 'SOL 지갑' 출시…백신 접종 증명 기능도",https://www.news1.kr/articles/?4312214,1
9,9,가상화폐 급등락에 은행권까지 ‘간담 서늘’,https://biz.chosun.com/stock/finance/2021/05/22/ESEER4ZEV5EDDEAQFKYSNDBXVU/?utm_source=naver&utm_medium=original&utm_campaign=biz,0
10,10,전셋값 치솟는데…대출 문턱 높이는 시중은행,https://view.asiae.co.kr/article/2021052215381295439,0
11,11,"조용병 신한금융 회장, '제로카본·제로퓨얼' 선언",http://www.edaily.co.kr/news/newspath.asp?newsid=02420646629050888,0
12,12,"시중은행·카뱅, 암호화폐 거래소 제휴 꺼리는 이유는?",http://www.edaily.co.kr/news/newspath.asp?newsid=01571126629051872,1
13,13,신한은행 ‘쏠 지갑’ 출시… 코로나 백신접종 증명도 가능,https://biz.chosun.com/stock/finance/2021/05/20/XMSVYFXNC5EAHO73CFPNHMJKYQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,1
14,14,"신한은행, 선물환 거래확인서 비대면 서비스 출시",http://www.newsis.com/view/?id=NISX20210517_0001443496&cID=10401&pID=10400,1
15,15,환경 보호 잘하면 대출도 더 싸게…은행권 ESG 상품 경쟁 '가열',https://www.news1.kr/articles/?4312739,0
16,16,"KB국민은행, e스포츠 프로게임단 지원…MZ세대 소통 강화",http://www.edaily.co.kr/news/newspath.asp?newsid=02299286629051216,0
17,17,"신한은행, 스타트업·특성화고학생 연결 '신한 커리어온' 모집",https://www.news1.kr/articles/?4310362,0
18,18,"신한은행, 디지털 월렛 'SOL 지갑' 출시…""코로나 백신접종 증명 가능""",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202105200261&t=NN,1
19,19,은행들 “디지털 자산 시장 선점하자”…편의성 높인 디지털 지갑 서비스 출시 러시,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202105231628001&code=920301,1
20,20,"KB국민은행, 2년 연속 금융사 경영평가 최우수기업 선정",http://www.efnews.co.kr/news/articleView.html?idxno=90144,0
21,21,하나은행도 페이먼트 시장 진출?…GLN 결합 `하나페이` 나오나,http://www.dt.co.kr/contents.html?article_no=2021052302109963077004&ref=naver,1
22,22,"신한은행, '환헤지'도 비대면으로",http://news.heraldcorp.com/view.php?ud=20210517000286,0
23,23,은행 내달초까지 가상자산거래소 평가기준 마련..사기이력도 점검,http://www.fnnews.com/news/202105201034300334,0
24,24,공채 대신 디지털·지역인재 맞춤형 선발…달라진 은행권 채용,http://yna.kr/AKR20210519066900002?did=1195m,0
25,25,"신한은행, 네이버페이와 전세대출 연계한다",https://biz.chosun.com/stock/finance/2021/05/12/7IISUYCKSBFDJHV4CDF7DOBMFE/?utm_source=naver&utm_medium=original&utm_campaign=biz,0
26,26,"신한은행, 특성화고·스타트업 연계 ‘신한 커리어온’ 모집",http://moneys.mt.co.kr/news/mwView.php?no=2021051814458019049,0
27,27,"신한은행, ‘경조사비 이체 서비스’ 6년 만에 종료",https://biz.chosun.com/stock/finance/2021/05/20/4TDFEMIMEBE7RHP3QRIRPG6KNE/?utm_source=naver&utm_medium=original&utm_campaign=biz,0
28,28,"KB·하나·우리은행, 가상자산 거래소와 실명 계좌 제휴 안할듯",http://www.viva100.com/main/view.php?key=20210523010004721,1
29,29,"신한금융, 스타트업 네트워킹 '월간 Find:' 개최",http://www.smedaily.co.kr/news/articleView.html?idxno=204075,0
30,30,"""갭투자용 전세대출도 규제"" 소문에…하나은행 전세대출 심사강화 '없던 일로'",https://www.hankyung.com/economy/article/202105202455i,0
31,31,"은행권 가상자산시장 선점경쟁 치열, 비트코인부터 CBDC까지 대비나서",https://www.businesspost.co.kr/BP?command=article_view&num=232710,0
32,32,"신한은행, 특성화고-스타트업 인재 매칭 지원",http://news.heraldcorp.com/view.php?ud=20210519000147,0
33,33,"""자산관리에서 백신접종 증명까지""...신한은행, '쏠 지갑' 출시",https://www.fetv.co.kr/news/article.html?no=85429,1
34,34,"'게임사·빅테크와 맞손' 시중은행,  MZ세대 유치에 '총력'",http://www.sporbiz.co.kr/news/articleView.html?idxno=524319,1
35,35,"KB국민 신한 우리은행 디지털인재 '모시기', 빅테크와 총성없는 전쟁",https://www.businesspost.co.kr/BP?command=article_view&num=232566,0
36,36,"신한금융그룹, 2030년까지 업무용 차량 무공해차 100% 전환",http://www.cbci.co.kr/news/articleView.html?idxno=415596,0
37,37,"신한은행, '특성화고·스타트업 매칭' 참가자 모집",http://www.shinailbo.co.kr/news/articleView.html?idxno=1412662,0
38,38,"신한은행, '쏠(SOL) 지갑' 출시…백신접종 증명서비스도 제공",http://www.queen.co.kr/news/articleView.html?idxno=359914,1
39,39,"신한은행, 디지털 월렛 ‘SOL 지갑’ 출시",http://www.ddaily.co.kr/news/article.html?no=214581,1
40,40,"""중금리가 효자""…저축은행, 제대로 덕 봤다[이슈+]",https://www.hankyung.com/economy/article/2021052099026,0
41,41,"""금융거래만 하라고?""…생활밀착 서비스로 고객 사로잡는 은행들",http://www.mediapen.com/news/view/630179,0
42,42,[브리핑] 하나은행·신한은행·미래에셋증권·NH투자증권,http://4th.kr/View.aspx?No=1635795,0
